Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,02:50,06h 00m,522,32 Seats available,"4.3
96",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,02:30,05h 20m,584,26 Seats available,"4.5
9",https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,06:40,07h 10m,720,22 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
Northern Travels,Volvo A/C Semi Sleeper (2+2),23:14,05:45,06h 31m,INR 569,14 Seats available,"3.5
6",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:15,06:30,07h 15m,585,22 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
Laxmi holidays,VE A/C Semi Sleeper (2+2),23:50,04:50,05h 00m,759,20 Seats available,"4.8
22",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:10,05h 15m,949,23 Seats available,"4.5
101",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05:10,05h 15m,854,7 Seats available,"4.4
38",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06:00,06h 01m,719,23 Seats available,"1.4
5",https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 6709,Ordinary 3+2 Non AC Seater,19:30,02:40,07h 10m,INR 325,35 Seats available,"3.7
22",https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
HRTC - 6639,Himsuta AC Seater Volvo/Scania 2+2,20:45,03:30,06h 45m,INR 613,27 Seats available,"3.8
144",https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
HRTC - 724,Ordinary 3+2 Non AC Seater,23:00,05:30,06h 30m,INR 325,37 Seats available,3.7,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,Baddi (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,03:30,05h 30m,854,15 Seats available,"4.7
239",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:00,23:00,07h 00m,664,6 Seats available,"4.6
268",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),21:30,03:15,05h 45m,584,21 Seats available,"4.7
134",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,03:10,06h 10m,854,37 Seats available,"4.7
126",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:00,00:15,07h 15m,537,21 Seats available,"4.5
139",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),17:30,23:55,06h 25m,569,21 Seats available,"4.6
111",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,00:30,06h 30m,664,18 Seats available,"4.5
75",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:00,02:30,06h 30m,657,23 Seats available,"4.8
30",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,03:15,05h 45m,664,37 Seats available,"4.2
124",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,02:30,06h 30m,807,11 Seats available,"4.4
52",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,02:00,08h 13m,INR 925,29 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,05:30,06h 30m,405,28 Seats available,"4.8
156",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,04:30,07h 00m,569,23 Seats available,"4.4
255",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),21:50,05:10,07h 20m,481,22 Seats available,"4.6
115",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:30,05h 45m,INR 600,27 Seats available,"4.2
75",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:40,06:40,07h 00m,576,9 Seats available,"4.5
88",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
FlixBus,Volvo A/C Seater (2+2),22:10,06:00,07h 50m,INR 586.61,18 Seats available,4.3,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:30,05:20,05h 50m,563,15 Seats available,"4.7
495",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05:30,06h 40m,569,22 Seats available,"4.7
424",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:45,06:30,06h 45m,569,25 Seats available,"4.5
379",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,06:00,06h 30m,712,12 Seats available,"4.7
316",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Malana Travels,Volvo A/C Semi Sleeper (2+2),23:58,05:30,05h 32m,769,2 Seats available,"4.6
43",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Om Sidh Express,Volvo A/C Semi Sleeper (2+2),23:00,05:30,06h 30m,553,16 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,07:00,08h 35m,438,16 Seats available,"3.5
207",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:59,07:00,07h 01m,INR 750,6 Seats available,"4.2
108",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,07:25,07h 26m,760,11 Seats available,"2.6
39",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),22:00,07:15,09h 15m,INR 549,21 Seats available,"2.2
27",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,05:20,11h 15m,INR 637,37 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,04:10,08h 56m,INR 600,34 Seats available,"5.0
10",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 549,A/C Executive (2+3),19:25,06:45,11h 20m,INR 736,26 Seats available,"3.3
20",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,07:10,10h 55m,INR 600,27 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,06:40,10h 05m,INR 1148,6 Seats available,"4.2
51",https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:15,02:05,02h 50m,585,23 Seats available,4.8,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),23:14,01:15,02h 01m,INR 569,14 Seats available,2.8,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,03:10,03h 40m,720,22 Seats available,4.5,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),22:00,06:45,08h 45m,INR 549,21 Seats available,"3.7
2",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,06:00,07h 35m,438,16 Seats available,"3.6
49",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,04:15,05h 25m,569,20 Seats available,"4.8
64",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Om Sidh Express,Volvo A/C Semi Sleeper (2+2),23:00,04:45,05h 45m,510,16 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Metahills holidays,Scania A/C Semi Sleeper (2+2),23:21,07:50,08h 29m,INR 785.71,26 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:30,04:20,04h 50m,563,15 Seats available,"4.7
116",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:55,05:55,06h 00m,831,11 Seats available,3.8,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,05:15,05h 45m,712,17 Seats available,"4.6
25",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:45,05:45,06h 00m,569,25 Seats available,"4.8
34",https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:55,06:10,06h 15m,969,13 Seats available,3.8,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,07:00,08h 00m,1044,21 Seats available,"4.5
112",https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,06:00,08h 00m,949,17 Seats available,"4.4
56",https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,06:40,08h 00m,949,42 Seats available,"4.4
20",https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:20,05:30,08h 10m,855,20 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,05:00,07h 30m,908,3 Seats available,"4.6
3",https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,04:45,07h 00m,1241,8 Seats available,"4.4
11",https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:20,04:40,07h 20m,950,20 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
HRTC - 1009,Ordinary 3+2 Non AC Seater,17:00,07:30,14h 30m,INR 837,30 Seats available,"3.4
8",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 1001,A/C Executive (2+3),17:15,08:15,15h 00m,INR 924,34 Seats available,"1.9
43",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 1012,Ordinary 3+2 Non AC Seater,18:30,08:15,13h 45m,INR 780,10 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 636,Ordinary 3+2 Non AC Seater,20:00,08:30,12h 30m,INR 843,31 Seats available,"3.9
4",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,949,8 Seats available,"4.5
400",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,08:15,11h 15m,1044,3 Seats available,"4.4
300",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,06:00,11h 00m,1092,6 Seats available,"4.6
475",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
AdBharmani Travels,,20:15,07:00,10h 45m,,,4.2,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 2080051,Himmani Deluxe 2+2 Non AC Seater,16:50,05:40,12h 50m,INR 840,27 Seats available,"3.2
12",https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1511,Himmani Deluxe 2+2 Non AC Seater,17:50,06:35,12h 45m,INR 840,12 Seats available,"3.7
21",https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,06:20,12h 20m,INR 768,26 Seats available,"2.8
12",https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,Chandigarh to Reckong Peo (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:55,04:20,07h 25m,759,6 Seats available,"4.3
51",https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),22:20,05:15,06h 55m,INR 749,12 Seats available,"4.0
33",https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),22:50,03:55,05h 05m,INR 600,8 Seats available,"3.6
28",https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,04:45,06h 15m,759,18 Seats available,"3.5
22",https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
HRTC - 763,Ordinary 3+2 Non AC Seater,17:10,04:00,10h 50m,INR 600,33 Seats available,"3.7
3",https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 749,Ordinary 3+2 Non AC Seater,18:00,05:30,11h 30m,INR 637,37 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,18:30,04:30,10h 00m,INR 1148,20 Seats available,"4.1
45",https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 750,A/C Executive (2+3),18:40,06:00,11h 20m,INR 736,44 Seats available,"4.6
23",https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
HRTC - 1107,Ordinary 3+2 Non AC Seater,18:50,04:15,09h 25m,INR 600,34 Seats available,"3.6
8",https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,Sarkaghat to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,06:30,11h 00m,664,26 Seats available,"4.1
493",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:00,06:00,10h 00m,759,38 Seats available,"4.5
383",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
RS YADAV SMART BUS,Volvo 9600 A/C Semi Sleeper (2+2),17:50,06:10,12h 20m,522,29 Seats available,"4.3
778",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
AdIntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),20:45,08:15,11h 30m,INR 839,11 Seats available,"4.6
332",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
